items,hour,rain,event,kitchen_load,prep_time
"chicken biryani, veg biryani, masala dosa",2,0,0,1,25.0
"tandoori chicken, masala dosa, fried rice",4,0,0,16,36.3
"tandoori chicken, masala dosa",7,1,0,19,32.0
chicken biryani,9,0,0,8,16.8
"veg biryani, tandoori chicken, masala dosa",12,0,0,11,33.1
"pizza, burger, tandoori chicken",15,0,0,17,31.9
"tandoori chicken, burger, masala dosa",22,0,1,6,34.3
"fried rice, burger, masala dosa",7,0,0,18,31.9
"burger, chicken biryani, veg biryani",18,0,0,8,27.0
"masala dosa, pizza",6,0,0,9,26.5
burger,2,0,0,5,20.7
"pizza, fried rice",17,0,0,3,22.2
pizza,8,0,0,1,18.2
chicken biryani,19,0,0,10,19.7
"paneer butter masala, masala dosa",13,0,0,9,26.5
"burger, paneer butter masala, veg biryani",7,0,0,13,32.5
"burger, veg biryani",6,0,1,9,31.1
"pasta, fried rice",11,0,0,14,29.3
"paneer butter masala, masala dosa, pizza",11,0,1,6,37.3
"veg biryani, masala dosa",17,0,1,5,26.3
"naan, burger",10,0,0,10,23.3
pizza,10,0,0,9,19.4
naan,1,0,0,1,17.1
burger,2,1,0,15,28.8
"tandoori chicken, chicken biryani",13,0,1,8,35.4
masala dosa,11,0,0,14,22.1
tandoori chicken,16,0,0,12,18.7
"tandoori chicken, veg biryani",12,0,0,4,24.6
"masala dosa, naan, chicken biryani",1,0,0,11,30.8
masala dosa,1,1,0,6,21.4
masala dosa,1,0,0,13,20.7
"fried rice, naan, masala dosa",23,0,1,9,37.7
"naan, fried rice, pizza",8,0,0,1,25.2
"chicken biryani, veg biryani, paneer butter masala",10,0,0,17,32.5
"masala dosa, pasta",6,0,1,1,24.4
"tandoori chicken, pasta",23,0,0,18,30.3
"masala dosa, paneer butter masala, tandoori chicken",9,0,0,15,35.8
"veg biryani, tandoori chicken",13,0,1,14,35.4
"fried rice, veg biryani, chicken biryani",21,1,0,9,35.5
"fried rice, masala dosa",19,0,0,17,27.5
pasta,3,1,0,2,13.4
"masala dosa, pizza",8,0,0,14,26.5
"veg biryani, pizza",9,0,0,8,26.6
"paneer butter masala, fried rice, tandoori chicken",7,0,0,19,33.6
"tandoori chicken, fried rice",7,0,0,1,22.7
pasta,8,0,0,12,21.0
"fried rice, pasta, tandoori chicken",4,0,0,19,34.8
"paneer butter masala, pizza, burger",18,0,0,10,31.2
pizza,9,1,0,12,23.2
"burger, chicken biryani, pasta",14,1,0,9,32.2
"fried rice, tandoori chicken",15,1,0,19,35.2
"pasta, veg biryani, tandoori chicken",9,0,0,1,25.7
"veg biryani, naan",13,0,0,11,31.3
"pasta, tandoori chicken",17,0,0,11,23.3
"burger, pizza",19,0,0,13,27.2
burger,17,0,0,4,18.1
paneer butter masala,1,0,0,6,19.8
fried rice,21,0,0,4,20.4
burger,16,0,0,11,21.8
fried rice,15,1,0,4,19.1
paneer butter masala,8,1,0,7,25.9
"fried rice, tandoori chicken, paneer butter masala",5,0,0,16,33.4
fried rice,21,0,0,7,24.8
"masala dosa, naan",4,0,0,9,21.4
"burger, pasta",22,1,0,10,29.5
"paneer butter masala, chicken biryani",1,0,0,6,23.0
"tandoori chicken, burger",21,0,0,9,28.7
"burger, naan, fried rice",19,0,0,3,24.3
paneer butter masala,21,0,0,2,17.2
"chicken biryani, burger",22,0,0,14,26.4
pizza,2,0,0,17,24.0
"tandoori chicken, masala dosa, veg biryani",9,0,0,16,30.4
"chicken biryani, naan, fried rice",16,0,0,11,29.0
"paneer butter masala, veg biryani, fried rice",7,0,0,8,29.3
pizza,14,0,0,17,24.7
"pasta, fried rice",20,0,0,15,35.9
"pizza, fried rice",21,0,0,17,33.6
"pizza, burger",12,0,0,9,31.6
veg biryani,12,0,0,16,26.7
naan,17,0,0,17,22.2
"tandoori chicken, paneer butter masala",5,0,0,9,20.7
"paneer butter masala, fried rice, masala dosa",22,0,0,8,29.4
pasta,8,0,0,6,18.4
"paneer butter masala, pizza, chicken biryani",5,0,0,15,29.3
"naan, paneer butter masala",4,0,0,9,22.9
"veg biryani, pizza",2,0,0,5,23.4
"pizza, tandoori chicken",17,0,0,9,25.4
"tandoori chicken, pizza, masala dosa",3,1,0,9,30.8
"fried rice, chicken biryani",1,0,0,7,22.5
"burger, tandoori chicken, masala dosa",3,0,0,14,31.1
"paneer butter masala, chicken biryani",13,1,0,3,31.1
"paneer butter masala, tandoori chicken, pasta",5,0,1,13,38.5
"paneer butter masala, burger",5,0,0,16,28.3
masala dosa,3,0,0,6,16.8
"chicken biryani, tandoori chicken, masala dosa",13,0,0,14,35.7
burger,15,1,0,1,20.2
"chicken biryani, fried rice",23,0,0,5,22.0
tandoori chicken,5,0,0,6,18.8
"pizza, naan",10,0,0,5,21.9
"fried rice, chicken biryani, pasta",14,0,0,6,29.1
paneer butter masala,3,0,0,10,18.0
chicken biryani,15,0,0,13,22.6
"pasta, masala dosa, veg biryani",2,0,1,15,39.0
burger,16,0,0,15,21.3
burger,0,0,0,4,17.8
veg biryani,9,1,1,3,23.8
"fried rice, tandoori chicken",12,0,1,15,37.6
chicken biryani,23,0,0,12,26.3
"masala dosa, paneer butter masala",8,0,0,5,24.9
"tandoori chicken, naan, pasta",10,0,0,9,29.8
"paneer butter masala, pizza, tandoori chicken",6,0,0,18,34.7
burger,19,1,0,16,22.3
veg biryani,19,0,0,18,24.5
veg biryani,2,1,0,7,22.2
paneer butter masala,14,0,0,15,23.1
"naan, paneer butter masala, veg biryani",3,0,0,14,30.7
"paneer butter masala, pizza",6,1,0,13,29.4
"pasta, pizza, tandoori chicken",6,0,0,10,31.6
fried rice,19,0,1,17,28.5
"masala dosa, paneer butter masala, tandoori chicken",3,0,0,7,32.0
"fried rice, veg biryani",15,0,1,6,28.9
pasta,7,0,1,7,25.0
tandoori chicken,0,0,0,10,18.3
"masala dosa, pizza",9,0,0,16,28.3
tandoori chicken,8,1,0,14,25.4
"masala dosa, pasta",22,0,0,18,28.6
"veg biryani, chicken biryani",16,1,0,3,23.3
"pizza, burger",11,0,0,15,29.7
"pizza, tandoori chicken",6,0,0,14,25.4
"masala dosa, pasta",9,0,1,4,26.8
pasta,2,0,0,2,17.5
"masala dosa, naan",9,0,0,1,21.4
"burger, pasta, pizza",23,0,0,11,28.3
tandoori chicken,16,0,0,13,21.3
"chicken biryani, masala dosa, burger",10,0,0,1,28.6
masala dosa,18,0,0,8,21.0
"naan, tandoori chicken",20,1,0,10,33.4
chicken biryani,17,0,0,16,23.8
"paneer butter masala, masala dosa, veg biryani",13,0,0,17,36.5
"chicken biryani, veg biryani",7,0,1,9,29.5
"chicken biryani, pizza, tandoori chicken",7,0,0,1,27.0
"naan, pizza, masala dosa",17,0,1,2,31.6
tandoori chicken,13,0,0,12,30.9
fried rice,10,1,0,15,27.6
naan,19,0,0,2,14.3
"masala dosa, tandoori chicken",17,0,1,11,35.3
masala dosa,2,0,0,10,17.7
"pasta, paneer butter masala",2,0,0,5,24.5
chicken biryani,5,0,0,7,20.9
pasta,11,0,0,6,19.3
"chicken biryani, masala dosa, veg biryani",19,0,0,12,31.1
"tandoori chicken, fried rice",5,0,0,3,24.9
paneer butter masala,7,0,0,5,19.8
"fried rice, pasta, masala dosa",15,0,0,3,27.5
"pizza, tandoori chicken",7,0,0,4,20.5
"tandoori chicken, burger",10,0,1,9,31.6
"pizza, masala dosa",8,0,1,9,35.4
"masala dosa, tandoori chicken",20,0,1,15,36.8
"pasta, naan",6,0,1,15,33.0
chicken biryani,9,0,0,15,24.8
naan,7,0,0,19,24.3
"naan, fried rice",13,0,0,16,34.9
"pizza, fried rice, tandoori chicken",22,1,0,18,37.4
masala dosa,1,0,0,11,19.2
naan,8,0,0,4,18.8
"fried rice, chicken biryani, paneer butter masala",11,1,0,2,27.0
veg biryani,14,0,0,18,23.8
"pasta, chicken biryani",12,0,0,14,31.8
"burger, pizza",7,0,1,7,32.9
"tandoori chicken, pasta",11,0,1,3,32.2
"burger, chicken biryani",20,0,1,19,37.2
"masala dosa, naan, pasta",8,0,0,6,28.7
"pasta, pizza, burger",3,0,0,4,32.0
"masala dosa, pasta",2,0,0,13,29.0
"paneer butter masala, veg biryani",20,0,0,18,30.8
"pasta, chicken biryani",15,0,0,15,30.2
tandoori chicken,0,0,0,5,18.3
"veg biryani, pasta",3,0,0,5,21.8
"veg biryani, fried rice, pizza",16,0,0,18,33.3
"veg biryani, naan",3,0,0,10,29.9
masala dosa,1,0,0,18,23.8
burger,22,0,0,17,22.3
"masala dosa, chicken biryani, naan",9,0,0,3,27.9
tandoori chicken,12,0,0,7,23.8
naan,19,1,0,13,23.3
"masala dosa, naan",18,0,0,11,26.9
"veg biryani, paneer butter masala",4,1,0,11,28.0
pasta,6,1,1,5,28.5
"pizza, burger",17,1,0,19,36.1
"burger, fried rice",1,0,0,11,26.0
chicken biryani,18,0,0,17,21.2
"veg biryani, chicken biryani, burger",4,1,0,4,29.3
paneer butter masala,4,1,0,14,28.3
"tandoori chicken, paneer butter masala, pizza",20,0,0,9,30.9
fried rice,2,0,0,4,18.1
paneer butter masala,11,0,0,5,15.7
"paneer butter masala, pizza",10,0,0,8,25.1
"masala dosa, pizza",23,1,0,19,32.9
veg biryani,1,1,0,19,29.3
"tandoori chicken, masala dosa",5,0,0,15,27.1
fried rice,5,1,0,7,20.9
burger,4,1,1,10,30.3
fried rice,14,0,0,2,15.2
pizza,23,1,0,1,21.7
"veg biryani, chicken biryani",0,0,1,12,31.8
"burger, naan",0,1,0,10,28.9
"tandoori chicken, fried rice, naan",17,0,0,9,29.9
"burger, naan, veg biryani",14,0,0,15,33.5
"tandoori chicken, naan",14,0,0,5,21.3
burger,23,1,1,10,25.7
fried rice,1,0,0,17,20.7
"burger, paneer butter masala",2,0,0,6,20.6
"paneer butter masala, veg biryani",18,0,0,2,22.3
veg biryani,23,0,0,4,19.8
"veg biryani, fried rice",6,0,0,7,23.0
"naan, chicken biryani",13,0,0,12,30.6
"tandoori chicken, veg biryani, fried rice",21,0,0,4,29.6
"chicken biryani, fried rice",11,0,0,19,33.6
veg biryani,3,1,0,14,23.6
"pasta, tandoori chicken, masala dosa",1,0,0,19,34.7
"pasta, chicken biryani",9,0,0,4,23.0
"pizza, masala dosa",1,0,0,6,23.5
"paneer butter masala, pizza, tandoori chicken",2,0,0,11,30.3
pasta,17,0,0,1,10.0
"pizza, paneer butter masala, pasta",6,1,1,12,44.2
pasta,23,0,0,12,22.3
"burger, pasta, veg biryani",0,1,0,15,35.2
"naan, burger, masala dosa",17,0,0,19,33.8
"pasta, masala dosa, chicken biryani",18,0,0,2,28.3
"chicken biryani, veg biryani, paneer butter masala",22,0,0,6,25.6
"veg biryani, masala dosa",23,0,0,10,25.5
"masala dosa, paneer butter masala",12,0,0,17,31.4
"pasta, pizza, masala dosa",11,0,0,7,29.2
"paneer butter masala, pasta",19,1,0,11,26.2
"pasta, chicken biryani, veg biryani",21,1,0,11,34.9
tandoori chicken,3,0,0,4,14.7
"veg biryani, burger",3,0,0,10,26.6
paneer butter masala,17,0,0,17,23.4
"chicken biryani, tandoori chicken",12,0,0,12,28.1
"pasta, fried rice, veg biryani",15,0,1,11,37.6
"masala dosa, chicken biryani",20,0,0,9,29.8
pizza,19,0,0,8,16.7
"veg biryani, burger, naan",14,0,1,9,35.0
"tandoori chicken, naan",11,0,0,16,28.3
"tandoori chicken, naan",22,0,0,11,24.3
burger,17,0,0,18,22.9
tandoori chicken,10,0,0,14,19.3
burger,22,0,0,16,22.0
paneer butter masala,3,0,0,18,25.7
"burger, naan",5,0,0,17,26.7
"fried rice, tandoori chicken",18,0,0,13,26.2
"pasta, pizza",14,1,0,15,27.4
"burger, chicken biryani",11,0,0,13,24.8
"pasta, paneer butter masala",22,0,0,11,29.5
"tandoori chicken, pasta",19,0,0,9,25.5
"naan, pizza, veg biryani",3,0,0,13,31.2
"fried rice, chicken biryani",19,0,0,6,26.1
"fried rice, tandoori chicken, burger",21,0,1,9,42.2
"tandoori chicken, pizza, fried rice",18,0,0,8,28.7
"pizza, masala dosa, naan",10,0,0,17,29.5
tandoori chicken,13,0,0,12,27.1
"tandoori chicken, fried rice, masala dosa",6,0,0,16,31.6
pizza,14,0,0,16,22.1
fried rice,16,0,0,3,18.9
burger,5,0,0,19,25.3
"paneer butter masala, burger, veg biryani",23,0,0,8,28.0
"pizza, naan",9,0,0,2,21.3
"masala dosa, naan",12,0,0,13,31.5
"masala dosa, naan",16,0,0,1,20.0
"veg biryani, burger, chicken biryani",5,0,0,4,25.0
"chicken biryani, veg biryani, tandoori chicken",3,0,0,10,30.3
"tandoori chicken, naan, paneer butter masala",4,1,1,14,35.7
"masala dosa, naan, tandoori chicken",21,1,1,18,50.6
"masala dosa, tandoori chicken, pasta",2,0,0,17,34.5
"masala dosa, pasta",19,0,0,9,25.3
burger,18,1,0,3,18.4
"fried rice, veg biryani",22,0,1,1,29.0
"chicken biryani, pizza, veg biryani",14,0,0,8,29.6
"fried rice, naan",14,0,1,10,29.7
"pizza, paneer butter masala, naan",20,0,0,12,35.9
"tandoori chicken, burger",2,0,0,9,27.4
"fried rice, naan",9,0,0,1,23.9
"naan, paneer butter masala",3,0,0,7,21.4
chicken biryani,9,0,0,10,23.0
paneer butter masala,7,0,0,15,21.7
pizza,8,0,0,1,16.8
"masala dosa, paneer butter masala, pizza",16,1,0,10,32.6
"paneer butter masala, veg biryani",7,0,0,17,28.9
"pizza, naan, tandoori chicken",3,0,0,2,25.7
tandoori chicken,11,0,0,18,21.3
masala dosa,15,0,0,2,13.8
"chicken biryani, naan",15,0,0,13,29.1
pasta,12,0,0,3,22.5
"pizza, paneer butter masala",22,0,0,8,23.7
"naan, burger",12,1,0,4,27.7
"paneer butter masala, pizza",14,1,0,7,26.9
"fried rice, pizza",0,0,0,4,27.4
veg biryani,3,0,0,1,12.1
"chicken biryani, pizza",20,1,0,12,32.5
"paneer butter masala, pasta, tandoori chicken",11,0,0,10,29.3
chicken biryani,21,0,0,8,20.7
burger,16,0,0,4,15.4
"naan, fried rice, pizza",11,0,0,13,27.3
tandoori chicken,19,0,0,15,18.8
pizza,15,1,0,19,25.9
paneer butter masala,9,0,1,17,33.1
"masala dosa, pasta, pizza",17,1,0,3,29.4
"chicken biryani, naan, veg biryani",14,0,0,10,29.5
"masala dosa, fried rice, burger",15,0,1,4,34.1
"pizza, paneer butter masala, fried rice",21,0,0,12,35.6
"paneer butter masala, veg biryani, naan",2,0,0,17,33.3
"tandoori chicken, pasta",0,0,0,10,25.9
chicken biryani,6,0,0,9,18.8
"naan, veg biryani, chicken biryani",11,0,0,13,29.6
veg biryani,7,0,0,11,20.9
"chicken biryani, burger",12,0,0,2,23.9
pasta,4,0,0,18,20.6
chicken biryani,13,0,0,9,23.2
"chicken biryani, fried rice, pasta",11,0,0,1,25.6
tandoori chicken,16,1,0,15,26.6
masala dosa,15,1,0,1,14.4
naan,23,0,0,11,18.0
naan,0,0,0,7,15.2
"burger, naan",0,0,0,17,31.7
pizza,14,0,0,18,22.5
"pizza, veg biryani, paneer butter masala",6,0,0,8,30.0
naan,13,1,0,10,24.9
"veg biryani, pizza, naan",21,0,1,2,35.6
"masala dosa, tandoori chicken",13,0,0,7,27.2
"veg biryani, burger",10,0,0,4,18.3
"fried rice, paneer butter masala, pasta",18,0,0,4,26.3
"naan, pizza, paneer butter masala",14,0,1,7,35.2
"naan, burger",12,0,0,5,29.9
"tandoori chicken, paneer butter masala, masala dosa",23,1,0,8,29.7
naan,9,0,0,6,15.5
"pizza, tandoori chicken",15,1,0,3,22.0
"pasta, veg biryani, fried rice",7,1,0,7,32.3
"veg biryani, tandoori chicken, pizza",22,0,0,3,26.7
naan,0,0,0,7,19.7
masala dosa,23,0,0,18,22.1
"fried rice, paneer butter masala, pizza",5,0,0,8,32.5
naan,13,0,0,8,26.7
chicken biryani,15,0,0,10,19.8
"masala dosa, fried rice",12,0,0,16,32.2
fried rice,13,0,0,4,20.4
"burger, naan",15,0,0,3,22.0
"tandoori chicken, pasta",13,0,0,7,29.0
fried rice,6,0,0,18,21.9
veg biryani,17,1,0,7,23.6
chicken biryani,15,0,0,18,19.7
"veg biryani, masala dosa",16,0,1,10,31.6
paneer butter masala,8,0,0,6,16.0
"chicken biryani, pasta",5,0,0,13,23.4
naan,8,1,0,8,21.5
"chicken biryani, tandoori chicken, masala dosa",4,0,0,15,35.0
"pizza, paneer butter masala",8,0,0,18,28.0
"pizza, paneer butter masala, veg biryani",0,0,0,2,28.2
"chicken biryani, veg biryani, pasta",7,0,0,17,35.0
"veg biryani, paneer butter masala, naan",13,1,0,9,36.6
"paneer butter masala, pasta",3,0,0,6,25.4
"burger, chicken biryani, tandoori chicken",13,0,0,17,39.0
"tandoori chicken, burger, masala dosa",3,1,0,17,33.6
"chicken biryani, tandoori chicken",3,0,0,3,17.9
chicken biryani,6,0,0,2,15.7
veg biryani,14,0,0,6,18.4
naan,7,0,0,7,21.8
"fried rice, veg biryani, paneer butter masala",10,0,0,9,28.7
masala dosa,23,0,0,19,22.5
pasta,1,0,0,2,16.0
burger,3,0,0,1,17.6
paneer butter masala,8,0,0,16,23.6
"pizza, fried rice",20,0,0,2,23.9
veg biryani,21,0,0,3,23.2
paneer butter masala,22,0,0,10,18.8
"pizza, naan, fried rice",17,0,0,18,33.2
"pasta, burger",22,0,0,18,28.9
"masala dosa, veg biryani",14,0,0,6,24.5
"masala dosa, paneer butter masala, tandoori chicken",5,1,0,17,39.6
pasta,2,0,1,16,29.1
"masala dosa, pizza, tandoori chicken",9,1,0,6,31.1
"pizza, fried rice, paneer butter masala",2,0,0,11,31.9
"tandoori chicken, pasta",11,0,0,16,30.5
"paneer butter masala, tandoori chicken",15,1,1,11,37.5
naan,3,0,0,14,21.5
"masala dosa, pasta",19,0,0,12,26.6
"veg biryani, tandoori chicken",14,0,0,17,30.5
"burger, paneer butter masala",23,0,0,1,22.4
pizza,11,0,0,12,23.3
burger,16,0,0,3,16.0
"pasta, veg biryani, burger",23,0,0,11,28.3
"tandoori chicken, paneer butter masala, chicken biryani",9,0,0,8,28.9
tandoori chicken,6,0,1,4,25.8
pizza,5,0,0,3,21.6
pizza,5,0,1,7,24.7
"masala dosa, pizza, paneer butter masala",20,0,0,13,39.6
paneer butter masala,6,0,0,16,24.0
"veg biryani, paneer butter masala, pizza",4,0,0,13,31.0
"paneer butter masala, chicken biryani, burger",15,0,0,7,29.5
"paneer butter masala, pizza, veg biryani",10,0,0,10,29.3
"veg biryani, fried rice, pizza",14,1,0,7,34.3
"burger, veg biryani, pizza",2,0,0,8,29.9
"fried rice, masala dosa",2,0,0,15,26.4
"tandoori chicken, fried rice",16,1,0,16,32.9
"pizza, pasta, veg biryani",19,0,1,15,38.6
naan,16,0,0,1,18.2
"pasta, pizza, paneer butter masala",16,0,0,13,31.9
burger,15,0,0,2,16.1
"chicken biryani, paneer butter masala, burger",0,0,0,16,29.7
"paneer butter masala, chicken biryani",12,0,0,12,29.0
paneer butter masala,2,0,0,17,21.4
paneer butter masala,8,1,1,4,26.8
"veg biryani, paneer butter masala",18,0,0,15,26.1
"tandoori chicken, paneer butter masala",0,0,0,13,26.3
"tandoori chicken, pasta, masala dosa",2,0,0,7,31.9
"veg biryani, pasta",3,0,0,15,26.1
pasta,22,0,0,12,21.9
"veg biryani, pasta",14,1,0,18,33.4
"pizza, tandoori chicken, pasta",7,1,0,16,32.9
"pasta, tandoori chicken, chicken biryani",14,0,0,4,27.8
fried rice,13,0,0,17,30.2
paneer butter masala,0,0,0,17,22.7
veg biryani,1,1,0,13,22.1
"chicken biryani, burger, paneer butter masala",13,0,0,10,34.1
"fried rice, masala dosa, pasta",17,0,0,1,27.3
paneer butter masala,12,0,0,13,24.8
"paneer butter masala, burger",2,0,0,18,28.1
"naan, tandoori chicken, chicken biryani",5,0,0,2,27.8
pizza,3,0,0,1,15.9
"fried rice, tandoori chicken, paneer butter masala",18,0,0,16,30.2
"pizza, veg biryani",1,0,0,17,27.9
"pizza, masala dosa",9,0,0,11,24.2
"naan, pasta, veg biryani",20,0,0,9,34.4
"paneer butter masala, naan, burger",14,0,0,8,30.7
"pasta, pizza",12,0,0,6,26.7
"naan, tandoori chicken",10,0,0,11,28.7
"pizza, masala dosa, burger",20,0,1,13,42.7
"paneer butter masala, masala dosa",11,1,1,18,38.8
"veg biryani, burger",22,1,0,7,28.8
"fried rice, burger, naan",6,0,0,9,31.4
"paneer butter masala, pizza",7,0,0,5,21.9
chicken biryani,12,1,0,18,32.5
pizza,17,1,0,9,25.4
"naan, tandoori chicken, burger",7,1,1,11,36.8
"tandoori chicken, chicken biryani",21,0,0,2,22.7
"pasta, veg biryani",1,0,0,1,24.7
veg biryani,12,1,0,6,22.9
tandoori chicken,13,1,0,2,24.5
masala dosa,21,0,0,7,23.2
pizza,16,0,0,4,19.4
masala dosa,10,1,0,10,22.0
"naan, burger",0,0,0,10,23.5
"tandoori chicken, pizza",6,0,0,14,26.5
masala dosa,11,0,0,5,20.1
"chicken biryani, fried rice",6,0,0,19,29.3
"veg biryani, burger",3,0,1,6,31.5
"pizza, paneer butter masala, veg biryani",18,0,1,13,36.3
masala dosa,11,1,0,12,23.5
burger,3,0,0,8,22.7
"tandoori chicken, paneer butter masala, naan",16,0,0,2,28.4
"pizza, tandoori chicken",0,1,0,1,27.5
"burger, tandoori chicken",22,0,0,6,25.4
chicken biryani,9,0,0,3,14.1
pasta,12,0,0,4,22.9
"fried rice, naan, tandoori chicken",22,0,0,18,32.7
"chicken biryani, fried rice",16,1,0,1,25.4
"veg biryani, fried rice, pizza",5,0,1,15,39.9
"burger, pasta, veg biryani",0,1,0,10,33.7
"chicken biryani, masala dosa, fried rice",17,0,0,14,33.8
"burger, fried rice, chicken biryani",7,0,0,18,32.9
"fried rice, chicken biryani, burger",15,1,0,5,27.8
fried rice,2,0,0,10,20.7
"fried rice, pasta, burger",1,0,0,6,30.4
"pizza, masala dosa, pasta",9,0,0,3,25.1
"pasta, veg biryani",9,0,0,12,24.0
burger,10,0,0,17,24.5
fried rice,7,0,0,6,17.0
fried rice,11,0,0,8,13.5
"paneer butter masala, fried rice",5,0,0,7,24.6
pasta,1,0,0,7,19.4
"naan, pizza",11,0,0,4,24.0
"chicken biryani, paneer butter masala",13,0,0,6,28.6
"burger, pasta",18,0,0,16,27.2
"masala dosa, paneer butter masala, fried rice",16,0,0,1,26.3
fried rice,8,0,0,19,22.0
"masala dosa, tandoori chicken, burger",15,1,1,1,39.6
"burger, pasta",17,1,0,5,22.6
pizza,17,1,0,12,25.0
"pasta, tandoori chicken, veg biryani",6,1,1,5,36.5
veg biryani,22,0,0,1,13.9
chicken biryani,11,0,0,8,20.5
"veg biryani, pasta, pizza",9,0,0,19,36.4
paneer butter masala,22,1,0,14,29.0
tandoori chicken,3,0,0,15,22.3
"fried rice, masala dosa",5,0,0,3,20.2
"pizza, pasta",8,0,0,9,20.0
"tandoori chicken, fried rice, naan",21,0,1,4,38.0
"chicken biryani, tandoori chicken, fried rice",16,0,0,14,31.6
veg biryani,9,1,0,8,22.6
"pizza, tandoori chicken",16,0,0,6,21.7
"burger, chicken biryani",7,0,0,19,29.6
"tandoori chicken, paneer butter masala",1,0,0,13,26.7
veg biryani,12,0,0,14,26.9
"veg biryani, tandoori chicken",23,1,0,15,30.7
pizza,21,0,0,12,27.2
"naan, tandoori chicken, fried rice",20,0,0,9,36.8
pasta,14,1,0,11,24.4
"burger, chicken biryani, veg biryani",19,1,0,2,31.4
paneer butter masala,20,1,0,7,27.4
"pasta, naan, veg biryani",16,0,0,14,29.3
"paneer butter masala, pizza",21,0,0,10,29.9
"pizza, masala dosa",21,0,1,5,38.3
naan,11,1,0,15,25.0
"pizza, pasta",6,1,0,9,23.8
"pizza, pasta",16,0,0,8,24.2
pasta,23,1,0,16,26.2
"masala dosa, pasta",17,0,0,10,25.9
"pasta, burger",7,0,0,8,23.9
"veg biryani, chicken biryani",8,0,0,18,28.2
burger,23,0,0,12,21.3
"veg biryani, paneer butter masala, chicken biryani",14,0,0,1,25.5
"burger, pizza, tandoori chicken",20,0,0,5,29.7
tandoori chicken,19,1,1,18,33.2
"fried rice, tandoori chicken, masala dosa",17,0,0,9,30.2
pasta,1,1,1,19,32.9
"tandoori chicken, naan",22,0,0,19,27.2
veg biryani,10,0,0,8,18.3
"masala dosa, tandoori chicken, fried rice",13,0,0,9,37.4
fried rice,2,0,0,1,12.8
"tandoori chicken, pizza",13,1,0,3,27.7
"burger, veg biryani",4,0,0,16,28.8
"veg biryani, tandoori chicken, paneer butter masala",21,0,0,2,32.5
chicken biryani,8,0,0,6,14.2
"pizza, pasta, masala dosa",22,0,0,4,31.1
"naan, paneer butter masala, veg biryani",17,1,0,19,37.8
pizza,21,1,0,12,29.9
"chicken biryani, masala dosa",21,0,0,14,33.5
pasta,12,0,0,18,27.3
"fried rice, veg biryani, pasta",13,0,0,19,41.1
pasta,14,0,1,18,31.7
veg biryani,1,0,0,2,18.9
"tandoori chicken, pizza, masala dosa",18,0,1,13,39.2
"tandoori chicken, pasta, pizza",2,1,0,6,30.7
"pasta, veg biryani",5,0,0,11,28.0
"naan, masala dosa",10,0,0,10,22.2
burger,21,1,0,5,22.6
paneer butter masala,3,1,0,13,23.6
"chicken biryani, naan, veg biryani",2,0,0,12,30.4
"paneer butter masala, pasta, burger",13,0,0,2,30.7
"chicken biryani, burger, pizza",13,0,0,4,34.9
veg biryani,13,0,0,18,31.4
paneer butter masala,17,0,0,1,16.7
"fried rice, pizza",21,0,0,18,35.0
"pizza, paneer butter masala",12,0,0,8,32.9
tandoori chicken,12,0,0,18,27.3
"chicken biryani, tandoori chicken, fried rice",16,0,0,5,28.9
"pasta, burger",18,0,0,2,21.5
burger,14,1,0,14,23.4
"chicken biryani, masala dosa, naan",10,0,0,11,28.3
veg biryani,8,0,0,16,20.8
"masala dosa, tandoori chicken, paneer butter masala",4,1,0,6,31.8
"burger, masala dosa, chicken biryani",9,0,1,7,34.9
"pizza, burger",21,1,0,16,35.9
paneer butter masala,4,0,0,15,23.0
"masala dosa, naan, burger",5,0,0,4,27.1
"pasta, burger, chicken biryani",13,0,0,15,37.0
"veg biryani, chicken biryani",3,0,0,5,21.6
veg biryani,22,0,0,13,21.8
paneer butter masala,15,0,0,15,24.7
"burger, chicken biryani, pizza",15,0,0,5,30.6
pasta,15,0,0,13,23.4
"veg biryani, paneer butter masala, pasta",15,0,0,19,35.2
"naan, tandoori chicken",11,0,1,10,34.1
paneer butter masala,9,1,0,2,21.8
"masala dosa, chicken biryani, tandoori chicken",4,0,0,1,25.0
chicken biryani,9,0,0,5,19.1
"tandoori chicken, veg biryani, pasta",16,1,0,14,31.6
"veg biryani, pizza, paneer butter masala",17,0,0,19,36.6
"veg biryani, masala dosa",15,0,0,16,28.3
"fried rice, masala dosa, paneer butter masala",3,1,0,5,31.0
"tandoori chicken, masala dosa",15,0,0,13,27.8
"burger, tandoori chicken, paneer butter masala",16,0,0,18,34.7
paneer butter masala,6,0,0,16,26.1
paneer butter masala,9,1,0,19,27.2
"tandoori chicken, veg biryani, masala dosa",21,0,0,4,31.4
burger,21,0,0,14,25.1
fried rice,17,0,0,3,17.4
"chicken biryani, masala dosa, pizza",14,0,0,7,28.0
"chicken biryani, masala dosa",10,1,0,9,25.4
"naan, masala dosa",3,0,1,9,29.9
"pasta, tandoori chicken",0,0,0,10,28.6
"chicken biryani, pizza, pasta",7,0,0,7,29.1
"veg biryani, chicken biryani",4,0,0,10,27.2
paneer butter masala,13,1,0,18,33.5
"burger, veg biryani",19,0,0,8,22.6
"pizza, chicken biryani, fried rice",8,0,0,18,34.3
"pizza, tandoori chicken, pasta",13,0,0,13,33.2
fried rice,9,0,0,7,18.6
