items,hour,rain,event,kitchen_load,prep_time
burger,4,0,0,8,19.4
"chicken biryani, fried rice, paneer butter masala",7,0,0,6,28.4
"pizza, burger",3,0,0,15,24.3
"pizza, fried rice, veg biryani",18,0,0,9,27.9
"fried rice, masala dosa, paneer butter masala",23,0,0,5,28.4
"fried rice, paneer butter masala",6,0,0,9,25.4
"chicken biryani, naan",18,1,0,9,25.8
naan,14,0,0,7,17.5
"paneer butter masala, burger",1,0,0,14,26.1
"fried rice, tandoori chicken",18,1,0,3,26.1
paneer butter masala,1,0,1,13,28.5
masala dosa,15,0,0,16,23.3
"chicken biryani, burger",17,0,0,6,21.8
pizza,16,0,0,14,20.7
"pasta, naan, tandoori chicken",1,1,0,1,30.2
paneer butter masala,23,0,0,5,17.0
"paneer butter masala, veg biryani, naan",21,0,0,6,33.8
burger,5,0,0,5,16.9
pizza,11,0,0,6,19.1
"masala dosa, veg biryani",11,0,0,10,23.0
"tandoori chicken, fried rice",6,0,0,13,27.6
"tandoori chicken, pizza, masala dosa",4,0,1,15,39.0
"pasta, chicken biryani, fried rice",10,0,0,15,31.3
"burger, masala dosa, pasta",15,0,0,4,27.8
"chicken biryani, naan",0,1,1,3,28.8
"tandoori chicken, masala dosa, chicken biryani",4,0,1,15,37.6
"pasta, pizza, chicken biryani",5,0,0,12,36.3
"naan, tandoori chicken",16,0,0,5,24.9
chicken biryani,8,0,0,9,19.8
"chicken biryani, pizza, pasta",6,0,0,18,34.7
"veg biryani, chicken biryani, burger",5,1,0,16,32.3
veg biryani,13,0,0,18,29.5
pasta,8,1,0,7,22.2
burger,10,0,0,15,23.1
"fried rice, chicken biryani",5,0,0,14,25.7
tandoori chicken,11,1,0,13,24.4
fried rice,14,0,0,10,21.6
"masala dosa, pasta, naan",4,0,1,17,38.5
burger,1,0,0,7,22.0
"chicken biryani, pizza, burger",9,0,1,6,33.9
"tandoori chicken, veg biryani",21,0,1,7,35.0
naan,18,0,0,10,18.3
"veg biryani, paneer butter masala",22,0,0,16,28.3
burger,16,1,0,14,25.4
burger,19,0,0,18,23.6
"pizza, masala dosa, paneer butter masala",23,1,0,3,28.3
tandoori chicken,14,0,0,15,24.7
pizza,20,0,0,14,25.4
chicken biryani,0,0,1,4,21.8
"pasta, tandoori chicken",14,0,0,2,22.5
fried rice,14,0,0,1,16.4
naan,12,0,0,11,23.3
fried rice,18,0,0,13,21.3
"masala dosa, tandoori chicken, burger",6,0,0,1,28.6
veg biryani,11,0,0,8,21.0
"veg biryani, pizza, fried rice",13,1,0,10,38.4
"pasta, fried rice",10,0,0,16,28.8
burger,7,0,0,17,21.5
"pasta, naan, fried rice",5,0,1,9,34.5
"masala dosa, fried rice",13,0,0,1,27.0
"chicken biryani, tandoori chicken, naan",9,0,1,2,31.6
"tandoori chicken, burger, pasta",20,0,0,12,40.9
"pasta, pizza, veg biryani",15,1,0,15,37.6
chicken biryani,16,0,0,2,14.3
"paneer butter masala, fried rice, pizza",7,0,1,11,40.3
"masala dosa, burger, pasta",14,0,0,10,27.7
"paneer butter masala, naan, masala dosa",20,0,0,5,34.5
tandoori chicken,23,0,0,7,20.9
"pasta, chicken biryani, burger",5,0,0,6,29.3
"fried rice, burger, masala dosa",15,0,0,12,31.1
"fried rice, pasta, veg biryani",15,0,0,3,29.9
"veg biryani, pizza, burger",22,0,0,5,29.8
"tandoori chicken, pizza, pasta",14,0,0,3,27.5
"burger, veg biryani, paneer butter masala",1,0,0,4,25.5
"veg biryani, pasta",16,0,1,9,31.6
"naan, fried rice",6,0,1,9,35.4
"paneer butter masala, naan, masala dosa",14,0,1,15,36.8
"masala dosa, paneer butter masala",5,0,1,15,33.0
"paneer butter masala, veg biryani, burger",8,0,0,15,34.8
"pasta, tandoori chicken",9,0,0,19,29.3
"burger, pasta",0,0,0,16,29.9
burger,10,1,0,18,27.4
"veg biryani, fried rice",7,0,0,11,24.2
"burger, veg biryani",15,0,0,4,23.8
burger,1,1,0,2,17.0
naan,18,0,0,18,23.8
tandoori chicken,10,0,0,14,21.8
tandoori chicken,20,0,1,7,32.9
"pizza, burger, chicken biryani",13,0,1,3,42.2
"chicken biryani, masala dosa, burger",11,0,1,19,37.2
chicken biryani,4,0,0,6,18.7
pizza,18,0,0,4,22.0
"masala dosa, tandoori chicken",1,0,0,13,29.0
"masala dosa, burger, fried rice",6,0,0,18,30.8
fried rice,4,0,0,15,25.2
"veg biryani, naan, paneer butter masala",5,0,0,5,28.3
masala dosa,10,0,0,5,16.8
pizza,20,0,0,18,28.3
"tandoori chicken, veg biryani",12,0,0,10,34.9
"tandoori chicken, pasta, veg biryani",12,0,0,18,38.8
"burger, chicken biryani, paneer butter masala",4,0,0,17,32.3
"tandoori chicken, burger",9,0,0,3,22.9
"paneer butter masala, chicken biryani, tandoori chicken",3,0,0,7,28.8
pizza,21,1,0,13,28.3
"veg biryani, paneer butter masala, masala dosa",18,0,0,11,31.9
fried rice,22,1,0,11,23.0
"veg biryani, pasta",17,1,1,5,33.5
chicken biryani,11,1,0,19,31.1
"paneer butter masala, masala dosa",20,0,0,11,31.0
"paneer butter masala, naan, tandoori chicken",1,0,0,17,31.2
tandoori chicken,20,1,0,4,24.3
"pizza, masala dosa, pasta",6,1,0,14,38.3
"burger, pizza",5,0,0,9,20.9
"chicken biryani, tandoori chicken",17,0,0,4,23.1
paneer butter masala,5,0,0,5,15.7
"paneer butter masala, veg biryani",14,0,0,8,25.1
"veg biryani, chicken biryani, masala dosa",22,1,0,19,37.9
"veg biryani, burger, pizza",3,1,0,19,39.3
burger,19,0,0,15,22.1
"masala dosa, naan",13,1,0,7,30.9
"veg biryani, chicken biryani",0,1,1,10,35.3
"paneer butter masala, fried rice",13,0,0,2,25.2
chicken biryani,5,1,0,1,21.7
pasta,19,0,1,12,26.8
burger,17,1,0,10,23.9
burger,9,0,0,9,19.9
"chicken biryani, pizza",17,0,0,15,28.5
"veg biryani, tandoori chicken",11,0,0,5,21.3
paneer butter masala,15,1,1,10,25.7
"veg biryani, pasta, naan",17,0,0,17,30.7
"burger, fried rice, veg biryani",10,0,0,6,25.6
"fried rice, burger, tandoori chicken",0,0,0,2,27.3
"masala dosa, paneer butter masala",23,0,0,4,24.8
"burger, masala dosa, chicken biryani",5,0,0,7,28.0
"paneer butter masala, burger, pasta",6,0,0,12,30.6
"veg biryani, pizza",5,0,0,4,19.6
"naan, veg biryani, masala dosa",23,0,0,19,38.6
"naan, veg biryani",19,1,0,14,28.6
"fried rice, veg biryani, chicken biryani",22,0,0,19,34.7
"paneer butter masala, masala dosa, veg biryani",13,0,0,4,33.0
"paneer butter masala, chicken biryani, masala dosa",8,0,0,6,28.5
"fried rice, pasta, pizza",9,0,0,11,30.3
"chicken biryani, naan",17,0,0,1,15.0
tandoori chicken,20,1,1,12,39.2
tandoori chicken,8,0,0,12,22.3
"veg biryani, chicken biryani",21,1,0,15,35.2
"pasta, naan",6,0,0,19,28.8
"burger, fried rice, naan",14,0,0,2,28.3
paneer butter masala,10,0,0,6,15.6
"pizza, paneer butter masala",19,0,0,10,25.5
naan,12,0,0,17,26.4
"naan, chicken biryani",5,0,0,7,24.2
masala dosa,12,1,0,11,26.2
"tandoori chicken, chicken biryani",7,1,0,11,24.9
veg biryani,1,0,0,4,14.7
"tandoori chicken, pasta, veg biryani",3,0,0,10,31.6
burger,22,0,0,17,23.4
veg biryani,14,0,0,12,18.1
"fried rice, paneer butter masala",15,0,1,11,32.6
"chicken biryani, naan, veg biryani",19,0,0,9,29.8
"fried rice, naan",6,0,0,8,21.7
"pizza, chicken biryani, masala dosa",1,0,1,9,35.0
"burger, pizza",20,0,0,16,33.3
"pizza, veg biryani",5,0,0,11,24.3
fried rice,13,0,0,18,27.9
"masala dosa, naan",13,0,0,14,29.3
"veg biryani, naan",16,0,0,16,27.0
"paneer butter masala, chicken biryani, tandoori chicken",15,0,0,18,35.7
"burger, chicken biryani",5,0,0,17,26.7
"masala dosa, pasta, pizza",5,0,0,13,31.2
"burger, tandoori chicken, fried rice",5,1,0,15,32.4
tandoori chicken,12,0,0,13,24.8
"veg biryani, pasta",14,0,0,11,29.5
"paneer butter masala, tandoori chicken, naan",3,0,0,9,30.5
pizza,16,0,0,13,21.2
"fried rice, veg biryani, paneer butter masala",1,0,0,6,31.1
pasta,21,0,1,9,32.2
burger,16,0,0,8,18.7
pasta,10,0,0,17,19.5
paneer butter masala,10,0,0,12,22.1
naan,17,0,0,16,21.6
"masala dosa, tandoori chicken",7,0,0,16,27.1
"veg biryani, chicken biryani",17,0,0,3,23.9
tandoori chicken,7,0,0,19,25.3
pasta,1,0,0,8,18.0
pizza,20,0,0,2,21.3
pizza,17,0,0,13,21.5
"paneer butter masala, naan",19,0,0,1,20.0
"chicken biryani, naan, pasta",4,0,0,4,25.0
"masala dosa, veg biryani",14,0,0,10,25.3
"fried rice, masala dosa, veg biryani",11,1,1,14,35.7
"fried rice, naan",15,1,1,18,40.6
fried rice,12,0,0,17,29.5
pizza,18,0,0,9,20.3
"naan, veg biryani, paneer butter masala",21,1,0,3,33.4
"fried rice, chicken biryani, naan",15,0,1,1,34.0
"pizza, tandoori chicken",6,0,0,8,24.6
pasta,4,0,1,10,24.7
"veg biryani, naan",13,0,0,12,30.9
burger,22,0,0,9,22.4
"pasta, burger, naan",7,0,0,1,28.9
"tandoori chicken, chicken biryani, naan",8,0,0,7,26.4
"pizza, pasta, masala dosa",6,0,0,10,33.0
veg biryani,8,0,0,15,21.7
"pizza, masala dosa, pasta",10,0,0,1,26.8
"pizza, tandoori chicken, fried rice",10,1,0,10,32.6
"chicken biryani, pasta",6,0,0,17,28.9
"fried rice, naan",10,0,0,2,20.7
"pasta, tandoori chicken",16,0,0,18,26.3
chicken biryani,17,0,0,2,13.8
"naan, burger, tandoori chicken",23,0,0,13,34.1
"burger, masala dosa",13,0,0,3,27.5
"paneer butter masala, burger",22,0,0,8,23.7
paneer butter masala,16,1,0,4,17.7
"tandoori chicken, chicken biryani",14,1,0,7,26.9
"naan, fried rice",19,0,0,4,27.4
"paneer butter masala, tandoori chicken, veg biryani",10,0,0,1,22.1
"pizza, veg biryani, tandoori chicken",8,1,0,12,32.5
masala dosa,13,0,0,10,24.3
"burger, tandoori chicken",4,0,0,8,20.7
pasta,7,0,0,4,15.4
"naan, pizza",21,0,0,13,27.3
chicken biryani,5,0,0,15,18.8
naan,14,1,0,19,25.9
tandoori chicken,2,0,1,17,33.1
naan,16,1,0,3,19.4
fried rice,10,0,0,10,19.5
"burger, veg biryani",9,0,1,4,29.1
"fried rice, veg biryani",20,0,0,12,30.6
"burger, masala dosa, pasta",13,0,0,17,38.3
"pasta, masala dosa",9,0,0,10,25.9
"fried rice, chicken biryani",14,0,0,9,23.8
veg biryani,10,0,0,13,19.6
"tandoori chicken, naan",23,0,0,11,25.9
masala dosa,12,0,0,2,18.9
"tandoori chicken, pasta, pizza",11,0,0,18,30.6
"pasta, naan, tandoori chicken",17,0,0,9,28.2
naan,6,0,0,1,15.6
"fried rice, chicken biryani, pasta",22,1,0,15,36.6
"burger, chicken biryani, fried rice",6,1,0,1,24.4
"pizza, fried rice",11,0,0,11,23.0
"masala dosa, pasta",8,0,0,7,20.2
pizza,14,0,0,17,26.7
"burger, tandoori chicken, masala dosa",22,0,0,18,32.5
pasta,2,0,0,8,20.0
veg biryani,9,1,0,10,19.9
veg biryani,0,0,1,2,20.6
"chicken biryani, naan",7,0,0,7,22.2
pizza,10,0,0,4,13.3
"masala dosa, chicken biryani, tandoori chicken",17,0,0,4,26.3
veg biryani,19,0,1,7,25.2
"pizza, burger, fried rice",5,0,0,5,29.9
"chicken biryani, pasta",23,1,0,8,24.7
"chicken biryani, fried rice, naan",19,0,0,6,25.5
"masala dosa, paneer butter masala, burger",6,1,0,3,27.0
"veg biryani, tandoori chicken, chicken biryani",12,1,0,7,37.3
burger,11,0,0,3,16.7
naan,19,0,0,7,19.7
burger,13,0,0,18,27.1
"veg biryani, fried rice",1,0,0,8,27.5
burger,17,0,0,8,21.7
pizza,21,0,0,10,24.8
naan,2,0,0,16,22.2
"tandoori chicken, naan, pasta",15,0,0,4,25.4
"pasta, masala dosa",23,0,0,3,22.0
"tandoori chicken, pasta, naan",3,0,0,7,29.0
"veg biryani, chicken biryani",23,0,0,18,26.9
"veg biryani, paneer butter masala, pasta",14,1,0,7,33.6
"fried rice, veg biryani, tandoori chicken",8,0,0,18,29.7
fried rice,12,0,1,10,31.6
"masala dosa, paneer butter masala, tandoori chicken",21,0,0,6,31.0
masala dosa,2,0,0,13,18.4
"burger, masala dosa",17,1,0,8,26.5
"naan, paneer butter masala",5,0,0,15,30.0
"fried rice, chicken biryani, pasta",18,0,0,18,33.0
"veg biryani, masala dosa",22,0,0,2,23.2
"pizza, chicken biryani, fried rice",2,0,0,17,35.0
chicken biryani,6,1,0,9,21.6
naan,18,0,0,6,20.4
"burger, veg biryani",9,0,0,17,29.0
"paneer butter masala, chicken biryani",21,1,0,17,33.6
"burger, chicken biryani, masala dosa",1,0,0,3,22.9
"burger, naan, paneer butter masala",1,0,0,2,25.7
"pasta, fried rice, veg biryani",0,0,0,6,28.4
burger,4,0,0,7,21.8
"masala dosa, fried rice",23,0,0,9,23.7
"pasta, chicken biryani, veg biryani",16,0,0,19,32.5
masala dosa,20,0,0,2,21.0
pizza,2,0,0,1,17.6
"paneer butter masala, pizza",12,0,0,16,33.6
"paneer butter masala, chicken biryani, veg biryani",13,0,0,2,28.9
"masala dosa, paneer butter masala",23,0,0,3,23.2
"tandoori chicken, masala dosa, pasta",23,0,0,10,28.8
burger,22,0,0,18,23.2
"fried rice, burger",4,0,0,18,28.9
"masala dosa, fried rice, chicken biryani",17,0,0,6,29.5
"veg biryani, naan, fried rice",15,1,0,17,39.6
"paneer butter masala, veg biryani",23,0,1,16,34.1
veg biryani,7,1,0,6,21.1
"tandoori chicken, pasta, masala dosa",0,0,0,11,31.9
tandoori chicken,10,0,0,16,25.5
"chicken biryani, burger",13,1,1,11,42.5
"naan, pizza, burger",13,0,0,14,36.5
"paneer butter masala, pasta, chicken biryani",20,0,0,12,36.6
tandoori chicken,15,0,0,17,25.5
naan,11,0,0,1,17.4
naan,10,0,0,12,23.3
"fried rice, pasta, burger",1,0,0,3,26.0
"tandoori chicken, burger, chicken biryani",3,0,0,11,28.3
"tandoori chicken, masala dosa",11,0,0,8,23.9
"pasta, pizza, paneer butter masala",19,0,1,4,35.8
"tandoori chicken, masala dosa",17,0,0,3,26.6
"chicken biryani, burger",8,0,1,7,29.7
chicken biryani,3,0,0,13,24.6
"pizza, naan, fried rice",10,0,0,16,34.0
"fried rice, pasta",21,0,0,13,31.0
naan,0,0,0,7,19.5
"paneer butter masala, masala dosa, veg biryani",18,0,0,10,29.3
"tandoori chicken, chicken biryani, fried rice",8,1,0,7,34.3
"masala dosa, fried rice",19,0,0,8,24.9
paneer butter masala,2,0,0,15,21.4
"veg biryani, paneer butter masala, pasta",6,1,0,16,37.9
masala dosa,5,0,1,15,28.6
"pizza, veg biryani, chicken biryani",23,0,0,1,28.2
"fried rice, tandoori chicken, pizza",10,0,0,13,31.9
"tandoori chicken, chicken biryani",1,0,0,2,21.1
"fried rice, paneer butter masala",23,0,0,16,24.7
"pasta, tandoori chicken",17,0,0,12,24.0
"burger, pasta, tandoori chicken",9,0,0,17,31.4
"masala dosa, tandoori chicken",15,1,1,4,31.8
"pizza, burger",9,0,0,15,26.1
"naan, pizza, masala dosa",4,0,0,13,31.3
"tandoori chicken, burger, veg biryani",19,0,0,7,31.9
"paneer butter masala, fried rice, chicken biryani",15,0,0,15,31.1
"masala dosa, tandoori chicken",3,0,0,12,26.9
"naan, chicken biryani",9,1,0,18,33.4
"fried rice, naan, pizza",20,1,0,16,37.9
pizza,13,0,0,4,22.8
"tandoori chicken, naan",21,0,0,17,35.2
"pasta, pizza, chicken biryani",18,0,0,17,32.7
pizza,21,1,0,13,27.1
veg biryani,12,0,0,10,24.1
"tandoori chicken, masala dosa, chicken biryani",2,0,0,1,27.3
"naan, masala dosa",8,0,0,13,24.8
veg biryani,17,0,0,18,23.1
"naan, fried rice",23,0,0,2,22.8
"fried rice, burger, naan",5,0,0,1,25.9
"fried rice, chicken biryani",9,0,0,16,25.2
veg biryani,16,0,0,17,22.9
chicken biryani,22,0,0,11,19.2
"pasta, fried rice",13,0,0,9,29.4
"chicken biryani, tandoori chicken, veg biryani",13,0,0,8,35.7
"chicken biryani, fried rice, pasta",7,0,0,6,26.7
"pasta, fried rice",7,0,0,11,28.7
"tandoori chicken, naan",12,0,1,13,37.7
pasta,9,1,1,18,33.8
"tandoori chicken, burger, veg biryani",11,1,0,7,33.8
pasta,14,0,0,9,21.4
"burger, fried rice, masala dosa",9,0,0,5,26.9
masala dosa,12,1,0,18,32.5
"masala dosa, pasta",11,1,0,9,30.4
"burger, masala dosa",8,1,1,11,31.8
"masala dosa, chicken biryani, naan",15,0,0,2,22.7
"chicken biryani, tandoori chicken",13,0,0,1,29.7
pasta,7,1,0,6,17.9
"pizza, veg biryani, paneer butter masala",0,1,0,2,29.5
pasta,3,0,0,7,18.2
"tandoori chicken, pizza",6,0,0,4,24.4
"veg biryani, burger, fried rice",8,1,0,10,32.0
"fried rice, paneer butter masala, naan",23,0,0,10,28.5
chicken biryani,3,0,0,14,21.5
"chicken biryani, burger, pasta",10,0,0,5,30.1
tandoori chicken,11,0,0,19,24.3
"tandoori chicken, pasta, burger",8,0,1,6,36.5
"masala dosa, pasta, chicken biryani",7,0,1,13,36.3
naan,23,1,0,12,23.5
"masala dosa, naan",3,0,0,8,27.7
"burger, chicken biryani",4,0,0,2,23.4
"burger, tandoori chicken",9,1,0,1,27.5
"burger, tandoori chicken, naan",19,0,0,6,30.4
"fried rice, tandoori chicken, pizza",13,0,0,3,29.1
"pizza, veg biryani, chicken biryani",3,0,0,4,27.9
pasta,5,0,0,18,22.7
"tandoori chicken, burger",15,1,0,1,25.4
pasta,16,0,1,15,29.9
fried rice,5,1,0,10,23.7
"pasta, masala dosa, veg biryani",9,0,0,14,33.8
"paneer butter masala, pizza",19,0,0,18,27.9
"chicken biryani, veg biryani, paneer butter masala",12,1,0,5,32.8
"veg biryani, pasta",9,0,0,10,25.7
"fried rice, chicken biryani, pasta",16,0,0,6,30.4
"naan, tandoori chicken, veg biryani",17,0,0,3,25.1
"burger, fried rice",18,0,0,12,24.0
"veg biryani, chicken biryani",8,0,0,17,29.5
chicken biryani,17,0,0,6,17.0
masala dosa,10,0,0,8,13.5
"chicken biryani, pasta, burger",6,0,0,7,29.6
"pasta, fried rice, tandoori chicken",4,0,0,7,29.4
burger,10,0,0,4,19.0
chicken biryani,12,0,0,6,23.6
fried rice,5,0,0,16,22.2
"tandoori chicken, chicken biryani",20,0,0,1,26.3
"veg biryani, tandoori chicken",5,0,0,19,27.0
"paneer butter masala, burger",5,1,1,1,34.6
"pizza, tandoori chicken",0,1,0,5,22.6
pizza,3,1,0,12,25.0
"pizza, pasta, masala dosa",13,1,1,5,41.5
"fried rice, paneer butter masala",16,0,0,1,18.9
"chicken biryani, veg biryani, fried rice",10,0,0,8,30.5
"fried rice, pasta, naan",1,0,0,19,36.4
burger,16,1,0,14,29.0
"burger, tandoori chicken, naan",19,0,0,15,32.3
"paneer butter masala, tandoori chicken, fried rice",15,0,0,3,25.2
"chicken biryani, paneer butter masala, burger",12,0,0,9,30.0
"fried rice, naan, masala dosa",0,0,1,4,33.0
"fried rice, pizza",5,0,0,14,26.6
"paneer butter masala, pizza, tandoori chicken",20,1,0,8,37.6
"fried rice, paneer butter masala, burger",1,0,0,6,26.7
"paneer butter masala, chicken biryani",17,0,0,19,29.6
"tandoori chicken, paneer butter masala",6,0,0,13,26.7
"chicken biryani, fried rice, naan",2,0,0,14,31.9
burger,3,1,0,15,25.7
"masala dosa, paneer butter masala, tandoori chicken",21,0,0,12,37.2
"masala dosa, paneer butter masala",19,0,0,9,26.8
"fried rice, pizza, tandoori chicken",10,1,0,11,34.4
burger,1,1,0,2,21.4
"pizza, chicken biryani, paneer butter masala",17,1,0,7,32.4
veg biryani,9,0,0,14,19.3
naan,22,0,0,10,19.9
pizza,7,0,1,5,28.3
"tandoori chicken, fried rice, veg biryani",19,1,0,15,35.0
tandoori chicken,17,1,0,9,18.8
fried rice,14,0,0,8,19.2
fried rice,20,1,0,16,31.2
"fried rice, chicken biryani, naan",23,0,0,10,30.9
"chicken biryani, pizza, paneer butter masala",8,0,0,8,28.9
"chicken biryani, tandoori chicken",11,0,0,18,28.2
tandoori chicken,22,0,0,12,21.3
"chicken biryani, tandoori chicken, fried rice",19,0,0,1,25.5
veg biryani,14,0,0,5,14.7
"paneer butter masala, naan, chicken biryani",1,1,1,18,43.2
masala dosa,11,0,0,9,20.2
"masala dosa, naan, veg biryani",10,1,1,19,42.9
"masala dosa, veg biryani, burger",4,0,0,19,32.2
"naan, burger",15,0,0,8,23.3
"paneer butter masala, veg biryani, chicken biryani",4,0,0,9,32.4
"pizza, fried rice",22,0,0,1,17.8
"fried rice, paneer butter masala, pizza",1,1,0,3,27.7
pasta,19,0,0,16,23.8
burger,13,0,0,2,22.5
"paneer butter masala, pasta, tandoori chicken",19,0,0,6,24.2
burger,18,0,0,4,21.1
"pizza, veg biryani, pasta",2,1,0,19,37.8
masala dosa,16,1,0,12,24.9
"tandoori chicken, pasta",13,0,0,14,33.5
"veg biryani, paneer butter masala, burger",4,0,0,18,32.3
"chicken biryani, naan",18,0,0,19,31.1
"naan, veg biryani, fried rice",8,0,1,18,41.7
"pasta, paneer butter masala, veg biryani",18,0,0,2,28.9
"naan, veg biryani, paneer butter masala",5,0,1,13,39.2
"veg biryani, pasta",12,1,0,6,30.7
"chicken biryani, masala dosa, fried rice",12,0,0,11,38.0
"fried rice, paneer butter masala, naan",5,0,0,10,27.2
"pasta, masala dosa",8,1,0,5,22.6
"burger, naan, fried rice",7,1,0,13,33.6
chicken biryani,20,0,0,12,25.4
"masala dosa, veg biryani",3,0,0,2,20.7
"chicken biryani, veg biryani",14,0,0,4,24.9
"tandoori chicken, pizza, burger",8,0,0,18,36.4
"veg biryani, pasta, naan",18,0,0,1,26.7
"fried rice, naan, pasta",16,0,0,18,35.0
"masala dosa, fried rice, naan",16,0,0,8,32.9
"masala dosa, chicken biryani, pasta",5,0,0,18,32.3
chicken biryani,11,0,0,5,18.9
masala dosa,5,0,0,2,16.5
"pizza, naan, masala dosa",13,1,0,14,38.4
"pizza, chicken biryani, paneer butter masala",21,0,0,11,33.3
"pizza, naan",17,0,0,16,25.8
"fried rice, tandoori chicken, burger",22,1,0,6,31.8
"pasta, burger, paneer butter masala",16,0,1,7,34.9
masala dosa,9,1,0,16,25.9
naan,1,0,0,15,23.0
chicken biryani,13,0,0,4,22.1
"paneer butter masala, burger",9,0,0,15,27.0
burger,23,0,0,5,16.6
"naan, paneer butter masala",13,0,0,13,31.8
"paneer butter masala, veg biryani, naan",23,0,0,15,34.7
"pasta, veg biryani, naan",2,0,0,5,30.6
"veg biryani, paneer butter masala, pasta",14,0,0,13,33.4
naan,14,0,0,19,25.2
naan,16,0,1,10,29.1
"pasta, pizza",19,1,0,2,26.8
"veg biryani, naan",23,0,0,1,20.0
"pizza, paneer butter masala",6,0,0,5,24.1
pasta,17,1,0,14,21.6
naan,11,0,0,19,26.6
burger,22,0,0,16,23.3
"burger, naan, pasta",7,1,0,5,31.0
"tandoori chicken, pasta, burger",12,0,0,13,37.8
masala dosa,4,0,0,18,24.7
"fried rice, burger",10,0,0,16,31.1
"pizza, burger, paneer butter masala",23,1,0,19,37.2
"naan, pizza, veg biryani",21,0,0,4,31.4
"naan, tandoori chicken",16,0,0,14,25.1
"pasta, fried rice, paneer butter masala",7,0,0,3,27.4
chicken biryani,0,0,0,7,18.0
pasta,3,1,0,9,20.4
"chicken biryani, masala dosa",19,0,1,9,29.9
"pizza, veg biryani",21,0,0,10,33.6
"pasta, masala dosa, burger",6,0,0,7,29.1
"pasta, tandoori chicken",4,0,0,10,27.2
fried rice,7,1,0,18,28.5
masala dosa,3,0,0,8,17.6
"naan, veg biryani, fried rice",16,0,0,18,34.3
"tandoori chicken, chicken biryani",16,0,0,13,23.2
"veg biryani, pasta, masala dosa",6,0,0,7,28.6
"paneer butter masala, pasta, tandoori chicken",3,0,0,6,29.0
masala dosa,1,0,0,2,17.3
"veg biryani, pasta, pizza",14,0,0,5,28.3
"tandoori chicken, burger, chicken biryani",4,0,0,8,30.8
"paneer butter masala, burger, chicken biryani",11,0,0,3,25.3
pizza,8,0,0,4,19.9
"chicken biryani, fried rice, tandoori chicken",11,1,0,14,36.4
"pizza, fried rice, masala dosa",0,0,1,9,34.7
pasta,2,0,0,13,21.4
pasta,7,0,0,10,17.7
pasta,21,0,0,11,26.5
fried rice,19,0,0,6,16.9
paneer butter masala,12,0,0,15,25.4
"masala dosa, burger, chicken biryani",21,0,0,17,38.8
"chicken biryani, burger",4,0,0,12,24.3
"veg biryani, naan, masala dosa",22,1,1,3,36.7
pizza,11,0,0,17,20.0
naan,5,0,0,2,17.3
burger,2,1,1,19,35.5
burger,12,1,0,7,23.6
"pizza, tandoori chicken",20,0,0,17,32.9
burger,14,0,0,6,18.9
naan,20,0,0,15,28.4
paneer butter masala,13,0,0,14,28.0
"masala dosa, burger, veg biryani",6,1,0,8,34.7
"pizza, naan",17,0,0,19,27.9
"chicken biryani, veg biryani",1,0,1,17,36.2
"masala dosa, chicken biryani",1,0,0,6,22.3
"paneer butter masala, tandoori chicken",2,0,0,18,28.8
veg biryani,6,0,0,4,20.2
"chicken biryani, paneer butter masala, fried rice",6,0,0,17,29.3
"fried rice, veg biryani",3,0,0,5,21.2
veg biryani,0,0,0,1,14.0
masala dosa,19,0,0,1,12.6
"veg biryani, fried rice",15,0,0,5,21.3
"veg biryani, paneer butter masala, masala dosa",5,0,0,6,28.9
pizza,15,0,0,4,17.2
"paneer butter masala, pizza, burger",4,1,0,10,32.7
"tandoori chicken, masala dosa",8,0,0,17,30.0
burger,17,1,0,18,26.1
"naan, pasta, tandoori chicken",7,0,0,12,30.1
"chicken biryani, pasta",1,0,0,3,19.3
"pizza, veg biryani",10,0,0,19,32.5
"fried rice, veg biryani",1,0,0,4,16.6
chicken biryani,3,0,0,17,28.9
burger,11,0,0,7,15.4
"veg biryani, chicken biryani",21,1,0,6,32.2
chicken biryani,16,0,0,18,22.8
"burger, masala dosa",22,0,1,19,39.5
"masala dosa, naan",8,0,0,14,25.7
"masala dosa, paneer butter masala",23,0,0,1,24.5
naan,9,0,0,18,21.9
"paneer butter masala, pizza",11,0,0,14,25.7
"pasta, masala dosa",2,0,0,10,30.8
"tandoori chicken, pizza",2,0,0,19,29.8
chicken biryani,12,0,0,16,26.2
"pizza, tandoori chicken, chicken biryani",3,0,0,18,33.4
"paneer butter masala, pizza, naan",5,0,0,15,34.5
"veg biryani, paneer butter masala",11,0,0,9,25.0
"naan, fried rice, pizza",16,0,0,8,31.1
"paneer butter masala, pizza, chicken biryani",0,1,0,12,32.5
fried rice,15,0,0,19,21.3
paneer butter masala,18,0,1,15,32.2
chicken biryani,9,1,0,12,25.9
"naan, chicken biryani",10,0,0,15,29.9
"paneer butter masala, masala dosa, naan",2,0,0,18,35.0
"veg biryani, paneer butter masala, fried rice",0,0,0,5,25.5
"paneer butter masala, fried rice, masala dosa",17,0,0,6,26.0
"veg biryani, fried rice",19,0,0,19,26.5
naan,10,1,0,4,20.3
"tandoori chicken, chicken biryani",19,0,0,12,24.7
burger,10,0,1,10,23.6
pasta,7,0,0,15,21.5
"pizza, veg biryani",15,0,0,3,22.5
veg biryani,0,1,0,17,28.1
"tandoori chicken, naan, burger",21,1,0,13,39.5
"naan, pizza",9,0,0,4,23.1
